,date,startup,vertical,subvertical,city,investor,round,amount
2268,2015-11-26,Stelae,tech,Content Management Software Solutions,chennai,Earlsfield Capital,PrivateEquity,0.0
2269,2015-11-26,GoQii,health,Fitness Tracking Management Solutions,mumbai,"New Enterprise Associates, Cheetah Mobile",PrivateEquity,107.2
2270,2015-11-26,Grofers,food,Hyper-local Grocery Delivery platform,delhi,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",PrivateEquity,960.0
2271,2015-11-26,Pluss,health,Hyperlocal healthcare product Delivery Service provider,delhi,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",PrivateEquity,8.0
2272,2015-11-26,KountMoney,fintech,Online Lending Marketplace,bangalore,"Tracxn, Ashish Goenka & Others",Seed/Angel,0.0
2273,2015-11-27,StayGlad,ecommerce,On Demand Beauty Services Platform,bangalore,"Bessemer Venture Partners, Anil Chopra",PrivateEquity,0.0
2274,2015-11-27,JustRide,transport_mobility,Self Driven Rental Car Platform,mumbai,undisclosed,PrivateEquity,16.0
2275,2015-11-27,Fastudent,edtech,Education Content etailer,delhi,Ashish Gupta,Seed/Angel,0.0
2276,2015-11-27,LearnOn,edtech,Clud based Learning platform,chennai,JMR Infotech India Pvt Ltd,Seed/Angel,0.0
2277,2015-11-27,Talentrack,enterprise_b2b,Talent Exchange & Talent Services Marketplace,delhi,Unigrowth Inc,Seed/Angel,0.0
2278,2015-11-28,M-TAXI,transport_mobility,Two-Wheeler Taxi Service,delhi,"Mandeep Singh, Jairaj Singh",Seed/Angel,0.0
2279,2015-11-30,Baxi,transport_mobility,Two-Wheeler Taxi Service,delhi,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed/Angel,11.6
2280,2015-11-30,Superhero Brands,lifestyle_consumer,character merchandize sales platform,mumbai,DSG Consumer Partners,Seed/Angel,4.32
2281,2015-11-30,MoMagic,media_entertainment,Mobile Application Developer,delhi,FIH Mobile Ltd,PrivateEquity,0.0
2282,2015-11-30,QikPod,transport_mobility,Ecommerce Delivery locker services,bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",PrivateEquity,72.0
2283,2015-11-30,Butterfly Interactive,media_entertainment,extra curricular activities marketplace app,delhi,Undisclosed investors,Seed/Angel,0.0
2284,2015-11-30,Bro4U,enterprise_b2b,Hyperlocal Online Home services provider,bangalore,Sargod Ventures,Seed/Angel,0.0
2285,2015-10-01,Indifi,fintech,Easy Business Loans platform,delhi,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed/Angel,0.0
2286,2015-10-01,Wydr,enterprise_b2b,Performance based Wholesale Marketplace,delhi,Sandeep Aggarwal,Seed/Angel,0.0
2287,2015-10-01,EasyFix,enterprise_b2b,Professional Services Marketplace,delhi,Axilor Ventures,Seed/Angel,0.0
2288,2015-10-01,Muvizz,media_entertainment,Movie-on-demand platform,foreign,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed/Angel,2.8
2289,2015-10-01,Abhibus,transport_mobility,us ticketing and fleet management platform,hyderabad,Paytm (One97 communications),PrivateEquity,0.0
2290,2015-10-01,Cleartax,fintech,Online Income Tax Filing platform,delhi,Paytm (One97 communications),PrivateEquity,0.0
2291,2015-10-02,Shopalyst,media_entertainment,Product discovery & recommendation platform,bangalore,Kalaari Capital,PrivateEquity,16.0
2292,2015-10-03,Chillr,fintech,Mobile Payments App,mumbai,Sequoia Capital,PrivateEquity,48.0
2293,2015-10-05,Nykaa,ecommerce,Beauty & Wellness Products e-tailer,mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",PrivateEquity,76.0
2294,2015-10-05,Voylla,ecommerce,Fashion jewelry and accessories e-tailer,jaipur,Peepul Capital,PrivateEquity,120.0
2295,2015-10-05,IndiaLends,fintech,Online Consumer Lending platform,delhi,"DSG consumer Partners, Paragon Partners",PrivateEquity,8.0
2296,2015-10-05,Rock N Shop,ecommerce,Premium Apparel shopping portal,delhi,High Networth Individuals (undisclosed),Seed/Angel,1.2
2297,2015-10-06,DocPlexus,health,Exclusive Platform for Doctors & Healthcare professionals,pune,"Uniqorn ventures, ASP Consulting",Seed/Angel,5.6
2298,2015-10-06,WorkIndia,enterprise_b2b,Job Board,mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed/Angel,4.0
2299,2015-10-06,SportzVillage,media_entertainment,Sports Management & Physical Education Business,bangalore,Gaja Capital Private Equity Fund,PrivateEquity,80.0
2300,2015-10-06,SportyBeans,edtech,multi-sport program for preschoolers,pune,YouWeCan Ventures,Seed/Angel,0.0
2301,2015-10-06,Burger Singh,food,QSR & Online delivery portal,delhi,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed/Angel,4.0
2302,2015-10-06,Welcome Cure,health,Online Homeopathy Clinic,mumbai,Unnamed Media house and HNIs,PrivateEquity,48.0
2303,2015-10-07,SchoolGuru,edtech,E-Learning Service Provider,mumbai,High Networth Individuals from India & USA,PrivateEquity,24.0
2304,2015-10-07,Naturally Yours,food,Organic Food etailer,mumbai,Sanjay Mehta,Seed/Angel,0.0
2305,2015-10-07,GoJavas,transport_mobility,Delivery & Logistics Service provider,delhi,Snapdeal,PrivateEquity,160.0
2306,2015-10-07,Scandid,tech,Product Discovery & comparison App,pune,Micromax Informatics,PrivateEquity,0.0
2307,2015-10-07,StalkBuyLove,ecommerce,Online Apparels Fashion brand,delhi,"Mato Peric, Peter Kabel & others",PrivateEquity,0.0
2308,2015-10-08,ZuperMeal,food,Home Cooked Food marketplace & Delivery,mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",PrivateEquity,16.0
2309,2015-10-08,Cube26,tech,Gesture based Mobile Development,delhi,"Tiger Global Management, Flipkart",PrivateEquity,61.6
2310,2015-10-08,Mobikon,tech,Hotel Mobile CRM Software platform,pune,"Life.SREDA, Qualgro",PrivateEquity,0.0
2311,2015-10-08,Grabhouse,others,Rental Accommodation Search platform,bangalore,Sequoia and Kalaari Capital.,PrivateEquity,80.0
2312,2015-10-08,Quifers,fintech,Logistics Tech Platform,mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed/Angel,2.48
2313,2015-10-09,Stockroom,enterprise_b2b,Developer Portfolio Showcase platform,hyderabad,Undisclosed Investors,Seed/Angel,0.56
2314,2015-10-09,Curofy,health,Doctors Network Mobile App,delhi,RoundGlass Partners,PrivateEquity,0.0
2315,2015-10-09,Cloud Lending,fintech,End-to-End Lending platform,bangalore,SF Capital Group,PrivateEquity,64.0
2316,2015-10-09,Inayo,food,on-demand healthcare marketplace,mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed/Angel,2.4
2317,2015-10-09,WoNoBo,transport_mobility,360-degree view creating platform,bangalore,Quikr,PrivateEquity,0.0
2318,2015-10-09,Kulzy,lifestyle_consumer,Advertising & Marketing Community Networking platform,delhi,"Seedfund, Bedrock Ventures",Seed/Angel,8.0
2319,2015-10-09,Zeppery,ecommerce,Food Ordering & Delivery App,delhi,Suyash Sharma,Seed/Angel,0.616
2320,2015-10-12,Zify,transport_mobility,Ride Sharing platform,hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed/Angel,1.52
2321,2015-10-12,Faircent,fintech,Online P2P lending marketplace,delhi,Aarin Capital Partners,PrivateEquity,0.0
2322,2015-10-12,Bizongo,enterprise_b2b,B2B marketplace for industrial goods,mumbai,Accel Partners,Seed/Angel,0.0
2323,2015-10-12,Gridle,enterprise_b2b,Cloud Based Collaboration platform,ahemadabad,LetsVenture,Seed/Angel,0.8
2324,2015-10-12,Tripoto,transport_mobility,global community for travellers,delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",PrivateEquity,0.0
2325,2015-10-12,Mubble,tech,Prepaid Bill manager App,bangalore,Accel Partners,PrivateEquity,0.0
2326,2015-10-13,Voodoo,media_entertainment,Mobile Only Shopping Assistant,delhi,SAIF Partners,Seed/Angel,8.0
2327,2015-10-13,Lookup,others,Mobile Messaging Assistant App,bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",PrivateEquity,20.0
2328,2015-10-14,AskMyGift,lifestyle_consumer,Personalized Wish List creator app,delhi,Turning Ideas,Seed/Angel,0.4
2329,2015-10-14,Gaana,media_entertainment,Music Streaming mobile app,mumbai,Micromax Informatics Ltd,PrivateEquity,0.0
2330,2015-10-14,Zappfresh,food,Raw Meat & Ready to eat food etailer,delhi,Undisclosed Investors,Seed/Angel,0.616
2331,2015-10-14,GymTrekker,health,Gym Discovery platform,mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed/Angel,0.0
2332,2015-10-15,Bounty App,fintech,Online Purchase rewards app,bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed/Angel,0.0
2333,2015-10-16,Homers,food,Home rental platform,delhi,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed/Angel,0.0
2334,2015-10-16,mShipper,transport_mobility,Crowdsourced Delivery platform,delhi,Vijai Laxmi,Seed/Angel,0.0
2335,2015-10-16,BolRealty,realestate,Real Estate Insights platform,delhi,Manpreet Singh,Seed/Angel,0.0
2336,2015-10-17,S-Cube Futuretech,tech,Structural & Civil Engg Service Automation,mumbai,Parampara Capital,PrivateEquity,8.0
2337,2015-10-19,LetsVenture,fintech,Startup Funding Marketplace,bangalore,"Accel Partners, Anupam Mittal & other marquee investors",PrivateEquity,0.0
2338,2015-10-19,Citrus Payment,fintech,Payments Solution platform,mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",PrivateEquity,200.0
2339,2015-10-19,Holidify,transport_mobility,Travel Destination Discovery platform,delhi,Aarti Group,Seed/Angel,0.8
2340,2015-10-20,PrimaSeller,lifestyle_consumer,Order Fulfillment SAAS platform,bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed/Angel,0.0
2341,2015-10-20,Opinio,tech,Last Mile Delivery Service,bangalore,"Delhivery, Sands Capital and Accel Partners",PrivateEquity,56.0
2342,2015-10-20,Attune Technologies,health,Healthcare IT Solutions & services,chennai,"Qualcomm Venture, Norwest Venture Partners",PrivateEquity,80.0
2343,2015-10-20,iChef,food,Gourmet Meals Delivery,mumbai,Springboard Ventures,PrivateEquity,0.0
2344,2015-10-21,Jiyo Natural,food,Healthy Meals Food delivery platform,bangalore,Indian Angel Network,Seed/Angel,0.0
2345,2015-10-21,AgentDesks,realestate,Real Estate Mobile CRM,others,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed/Angel,23.6
2346,2015-10-21,White Owl Brewery,food,Micro-Brewery,mumbai,"Arihant Patni, RAAY Global Investments",PrivateEquity,12.24
2347,2015-10-21,MealHopper,food,Home Made Food Marketplace,delhi,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed/Angel,0.8
2348,2015-10-21,Zenify,others,residential rental management platform,bangalore,"Atul Jalan, Shrikanth & Bharath",Seed/Angel,5.12
2349,2015-10-21,Stockal,fintech,Personalized Stock Intelligence Platform,bangalore,"R Natarajan, Mohan Alexander",Seed/Angel,0.0
2350,2015-10-23,Medd,health,Personal Diagnostic Mobile App,mumbai,Group of Angel investors,Seed/Angel,1.2
2351,2015-10-23,Leaping Caravan,transport_mobility,Online food ordering & Delivery service,delhi,Group of Angel investors,Seed/Angel,1.2
2352,2015-10-23,Frsh,food,Online food ordering & Delivery service,delhi,"Mumbai Angels, Mayank Bhangdia, Kae Capital",PrivateEquity,8.0
2353,2015-10-23,Qik Stay,transport_mobility,Hotel Aggregator & booking platform,delhi,ID Enablers Pvt Ltd,Seed/Angel,2.0
2354,2015-10-26,Parcelled,transport_mobility,Online Logistics Platform,bangalore,Delhivery,PrivateEquity,40.0
2355,2015-10-26,AlmaMapper,edtech,Online Student & Campus Social Networking platform,ahemadabad,Oswal Techno Ventures LLP,Seed/Angel,3.2
2356,2015-10-26,Flexing It,enterprise_b2b,Professionals & Project Search Marketplace,delhi,undisclosed private investors,Seed/Angel,4.0
2357,2015-10-26,Netmeds,health,Online Pharmacy,chennai,"OrbiMed, Pradip Dadha Group",PrivateEquity,400.0
2358,2015-10-26,Razorpay,fintech,Online Payment Gateway,jaipur,"Tiger Global Management, Matrix Partners",PrivateEquity,72.0
2359,2015-10-27,Jombay,enterprise_b2b,Psychometric Test Online Software,pune,Ventureworks India,PrivateEquity,0.0
2360,2015-10-27,Happitoo,lifestyle_consumer,Location based Nightlife recommendation\\xc2\\xa0 Platform,mumbai,Unnamed investor,Seed/Angel,0.616
2361,2015-10-27,Care24,health,Professional Health Services Platform,mumbai,India Quotient,Seed/Angel,2.8
2362,2015-10-27,Roadrunnr,transport_mobility,Hyperlocal Logistics Service,bangalore,"Sequoia Capital, Nexus Venture Partners",PrivateEquity,80.0
2363,2015-10-27,Simpli5d,enterprise_b2b,Online user engagement platform,delhi,"Redcliffe Capital, YourNest Angel Fund",PrivateEquity,0.0
2364,2015-10-28,ORIGA Leasing,fintech,Asset Financing platform,mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed/Angel,8.8
2365,2015-10-28,Smartivity,edtech,Virtual Reality activity based learning platform,delhi,S Chand and Co Pvt Ltd,Seed/Angel,1.6
2366,2015-10-28,UrDoorStep,transport_mobility,Online Grocery Store,bangalore,Jupiter Capital,PrivateEquity,0.0
2367,2015-10-29,Tavaga,fintech,Investment management platform,mumbai,Tracxn Syndicate,Seed/Angel,0.0
2368,2015-10-29,Moglix,enterprise_b2b,Industrial Toons Marketplace,delhi,"Accel Partner, Jungle Ventures",PrivateEquity,0.0
2369,2015-10-29,ZopHop,transport_mobility,Public Commute helper App,mumbai,"Amit Singhal, PK Gulati & others",Seed/Angel,3.6
2370,2015-10-30,Niki,tech,Artificial Intelligence Ecommerce Chatbot,bangalore,Unilazer Ventures,Seed/Angel,0.0
2371,2015-10-30,Instavans,transport_mobility,Truck Aggregator & Logistics service,bangalore,Suresh Vaswani,Seed/Angel,0.0
2372,2015-10-30,LiftO,transport_mobility,Ridesharing Mobile app,mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed/Angel,1.04
2373,2015-10-30,TinyOwl,food,Food Discovery & Delivery Mobile app,mumbai,"Sequoia Capital, Matrix Partners",PrivateEquity,60.0
2374,2015-10-30,Toppr,edtech,Competitive exam learning platform,mumbai,InnoVen Capital,PrivateEquity,16.0
2375,2015-10-30,Kleeto,media_entertainment,Document Digitization platform,delhi,GREX,Seed/Angel,1.84
2376,2015-10-30,BeaconsTalk,media_entertainment,proximity marketing & Mobile Advertising platform,mumbai,Puneet Bhatia & others,Seed/Angel,0.64
2377,2015-10-31,Jugnoo,transport_mobility,Autorickshaw Aggregator & Booking platform,chandigarh,Paytm,PrivateEquity,80.0
2378,2015-09-01,TOFlo,tech,FinTech Startup Incubation platform,mumbai,Tania Johny Palathinkal,Seed/Angel,0.8
2379,2015-09-01,FXMartIndia,fintech,Payment Services platform,chandigarh,Flipkart,PrivateEquity,0.0
2380,2015-09-01,Stylecracker,ecommerce,Personalized Styling platform,mumbai,Group of HNI investors,PrivateEquity,8.0
2381,2015-09-01,Luxuryhues,lifestyle_consumer,Luxury goods\\xc2\\xa0 Shopping Platform,delhi,Reliance Capital,PrivateEquity,7.2
2382,2015-09-02,HolaChef,food,Food Delivery Platform,mumbai,Ratan Tata,PrivateEquity,0.0
2383,2015-09-02,Zivame,ecommerce,Online Lingerie Marketplace,bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",PrivateEquity,320.0
2384,2015-09-02,Capillary Tech,enterprise_b2b,Cloud software solutions,delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",PrivateEquity,360.0
2385,2015-09-03,Jobspire,enterprise_b2b,Job Search Platform,bangalore,Purvi Capital,Seed/Angel,2.08
2386,2015-09-03,MeraDoctor,health,Doctor consultancy Mobile App,mumbai,India Quotient & other investors,Seed/Angel,0.0
2387,2015-09-03,Vistaar Finance,fintech,Small Business Financing (NBFC),bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",PrivateEquity,320.0
2388,2015-09-03,HiJinny,tech,Beauty & Wellness Services Marketplace,mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed/Angel,0.0
2389,2015-09-04,Clapsnslaps,media_entertainment,Online Movie Review Platform,mumbai,R M Picture Company Pvt. Ltd.,Seed/Angel,1.2
2390,2015-09-04,Blubox,transport_mobility,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,mumbai,Ashish Jhalani,Seed/Angel,0.8
2391,2015-09-04,RoomCentral,others,Cloud-based Hotel Booking Platform,bangalore,Karanpal Singh,Seed/Angel,16.0
2392,2015-09-07,YouthKiAwaaz,media_entertainment,Community Driven News/Views Platform,delhi,"Raghav Bahl, Ritu Kapur",Seed/Angel,4.8
2393,2015-09-07,Prozo,transport_mobility,Study Material Marketplace,delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed/Angel,1.64
2394,2015-09-07,Zomato,food,Restaurant Ratings & Reviews platform,delhi,"Temasek, Vy Capital",PrivateEquity,480.0
2395,2015-09-07,Sahayog Dairy,food,Dairy Based Product Manufacturer,others,Acumen Fund,PrivateEquity,14.4
2396,2015-09-08,MockBank,edtech,Government Test Preparation platform,bangalore,Blume Ventures,Seed/Angel,3.2
2397,2015-09-08,ReportBee,edtech,Smart Report Cards for Schools,chennai,India Educational Investment Fund,Seed/Angel,0.0
2398,2015-09-08,GuruG Learning,edtech,Teacher empowerment platform,bangalore,India Educational Investment Fund,Seed/Angel,0.0
2399,2015-09-10,OnlineTyari,edtech,Multilingual Test Preparation Platform,delhi,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",PrivateEquity,6.16
2400,2015-09-10,IndustryBuying,enterprise_b2b,Industrial Tools Marketplace,delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",PrivateEquity,73.6
2401,2015-09-10,The,others,Non Profit Organization to alleviate poverty,bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed/Angel,2.52
2402,2015-09-11,FitMeIn,health,Gym & Fitness Studios Subscription platform,delhi,Green House Ventures,Seed/Angel,0.8
2403,2015-09-11,Envoged,ecommerce,pre-used luxury item Marketplace,mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed/Angel,0.0
2404,2015-09-11,Zapyle,ecommerce,pre-used apparel shopping mobile app,bangalore,undisclosed,Seed/Angel,8.0
2405,2015-09-11,Renomania,lifestyle_consumer,Home Design & D\\xc3\\xa9cor platform,delhi,Subodh Gupta,Seed/Angel,0.0
2406,2015-09-12,CredR,transport_mobility,Used Vehicles Marketplace,mumbai,Eight Road Ventures,PrivateEquity,120.0
2407,2015-09-12,YatraGenie,transport_mobility,Online Bus & Cab ticketing platform,hyderabad,Ash Bhardwaj,PrivateEquity,0.0
2408,2015-09-14,CanvasFlip,lifestyle_consumer,Mobile App testing platform,hyderabad,Bessemer Venture Partners,Seed/Angel,9.6
2409,2015-09-14,Shadowfax,transport_mobility,Hyperlocal Delivery Services,delhi,Eight Roads Ventures,PrivateEquity,72.0
2410,2015-09-14,UE Life Sciences,health,Early Cancer Detection Solutions,others,"Aarin Capital, Unitus Seed Fund",PrivateEquity,24.0
2411,2015-09-14,Ola Cabs,transport_mobility,Cab rental Mobile app,bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",PrivateEquity,1800.0
2412,2015-09-15,Coverfox,fintech,Online Insurance Distribution Platform,mumbai,Cataraman Ventures,PrivateEquity,16.0
2413,2015-09-15,MoEngage,media_entertainment,Mobile Marketing Automation Platform,bangalore,"Helion Venture Partners, Exfinity Ventures",PrivateEquity,34.0
2414,2015-09-15,Mubble,tech,Prepaid Mobile Bill Manager App,bangalore,Nandan Nilekani,Seed/Angel,0.0
2415,2015-09-15,Tea Trails,food,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed/Angel,8.0
2416,2015-09-15,Room on Call,others,Branded Budget Hotel Marketplace,delhi,Payal Syal,Seed/Angel,2.4
2417,2015-09-15,FYNE,ecommerce,Home Fitting & Fixtures Marketplace,bangalore,Sandeep Dama & Others,Seed/Angel,0.0
2418,2015-09-16,ChaiPoint,food,Food Subscription platform,bangalore,Eight Roads Ventures,PrivateEquity,80.0
2419,2015-09-16,WedmeGood,lifestyle_consumer,Wedding Planning Platform,delhi,Indian Angel Network,Seed/Angel,3.28
2420,2015-09-16,XSTOK,enterprise_b2b,B2B Mobile Auction Marketplace,mumbai,Oliphans Capital,Seed/Angel,3.6
2421,2015-09-17,UniLog,transport_mobility,ECommerce Data Analytics Platform,bangalore,Kalaari Capital,PrivateEquity,0.0
2422,2015-09-17,Paintcollar,enterprise_b2b,Designer Merchandize Marketplace,mumbai,Applyifi,Seed/Angel,0.0
2423,2015-09-17,YepMe,ecommerce,Private label Fashion eTailer,delhi,"Khazanah Nasional Berhad, Helion Venture Partners",PrivateEquity,600.0
2424,2015-09-17,Bueno,food,Online Food ordering & delivery,delhi,High Networth Individuals (No details),Seed/Angel,4.8
2425,2015-09-18,Plabro,enterprise_b2b,Real Estate Broker Platform App,delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed/Angel,2.8
2426,2015-09-18,CureJoy,health,Online Health & Wellness platform,bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",PrivateEquity,9.2
2427,2015-09-18,Briston Technomach,others,Internet of Things platform,delhi,Undisclosed,Seed/Angel,1.2
2428,2015-09-18,LabStreet,ecommerce,Diagnostic Labs aggregator platform,delhi,Multiple investors,Seed/Angel,1.2
2429,2015-09-19,DailyNinja,food,Hyperlocal Delivery Platform,bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed/Angel,0.0
2430,2015-09-21,Portea Medical,health,Home Medical Care Services,bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",PrivateEquity,300.0
2431,2015-09-21,Neotrade Analytics,tech,Real-Time stock data platform,bangalore,Rainmatter,Seed/Angel,1.88
2432,2015-09-21,DishCo,food,Food discovery & table booking app,mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed/Angel,0.0
2433,2015-09-21,LafaLafa,ecommerce,coupons and cashback aggregator app,mumbai,500 Startups,Seed/Angel,1.0
2434,2015-09-21,ConnectAbank,fintech,Financial Products lead generation platform,mumbai,Prakhar Bumb,Seed/Angel,0.0
2435,2015-09-22,VillFarm,agriculture,Sustainable Agri-inputs Firm,bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed/Angel,0.0
2436,2015-09-22,Bestdealfinance,fintech,Financial Services Portal,mumbai,"Kalaari Capital, YourNest Angel Fund",PrivateEquity,24.0
2437,2015-09-22,GameXS,media_entertainment,Pre-owned games Marketplace,delhi,Lead Angels,Seed/Angel,0.0
2438,2015-09-22,The Man Company,lifestyle_consumer,Content-based Subscription eCommerce platform,delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed/Angel,0.0
2439,2015-09-22,Virtual Logic,tech,"virtual reality, 3d simulation and stereoscopic products",bangalore,Swarnim Multiventures,PrivateEquity,6.4
2440,2015-09-22,Furdo,food,Online Interior Designing platform,bangalore,Bhavdeep Reddy,Seed/Angel,3.2
2441,2015-09-22,LogiNext,transport_mobility,End-to-end Logistics platform,mumbai,Paytm,PrivateEquity,80.0
2442,2015-09-22,Korra,tech,Private Label Apparel sales,delhi,Asha Jadeja Motwani & Others,Seed/Angel,2.4
2443,2015-09-23,Credihealth,health,Healthcare Consulting platform,delhi,Rajat Malhotra,Seed/Angel,0.0
2444,2015-09-23,Amigobulls,fintech,Stock Market Portal,bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed/Angel,0.0
2445,2015-09-23,SilverPush,media_entertainment,Cross-device retargeting platform,delhi,M&S Partners,PrivateEquity,9.6
2446,2015-09-23,Juggernaut,media_entertainment,Digital & Physical Publishing platform,delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",PrivateEquity,18.0
2447,2015-09-23,InnerChef,food,Food Delivery Platform,delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",PrivateEquity,14.0
2448,2015-09-24,Quintype,enterprise_b2b,Data Driven Publishing platform,bangalore,Raghav Bahl,PrivateEquity,26.4
2449,2015-09-24,Capabiliti,edtech,Employee OnBoarding & Orientation platform,delhi,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed/Angel,3.2
2450,2015-09-24,Fourth Partner Energy,climte_tech,Solar Power Solutions company,hyderabad,"Infuse Ventures, The Chennai Angels",PrivateEquity,16.0
2451,2015-09-24,Licious,food,Online Meat Ordering platform,bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed/Angel,8.0
2452,2015-09-25,TravelKhana,transport_mobility,online meal-booking platform for train travelers,delhi,Astarc Ventures & Others,Seed/Angel,0.0
2453,2015-09-28,Quickli,transport_mobility,hyperlocal delivery platform,delhi,"500 Startups, Mato Peric & Others",Seed/Angel,0.0
2454,2015-09-28,Ola Cabs,transport_mobility,Cab Booking app platform,bangalore,Didi Kuaidi,PrivateEquity,240.0
2455,2015-09-29,Paytm,fintech,E-Commerce & M-Commerce platform,delhi,"Alibaba Group, Ant Financial",PrivateEquity,5440.0
2456,2015-09-29,Inmobi,media_entertainment,Mobile Advertising platform,bangalore,Tennenbaum Capital Partners & Others,PrivateEquity,800.0
2457,2015-09-29,Peppertap,food,Hyperlocal Grocery Delivery,delhi,"Sequoia India, SAIF Partners.",PrivateEquity,288.0
2458,2015-09-29,Hugefly,transport_mobility,Ecommerce Product recommendation platform,pune,Mayank Singhal and others,Seed/Angel,0.0
2459,2015-09-29,Brigge,enterprise_b2b,Activity Based Social Network,chennai,The Chennai Angels,Seed/Angel,0.0
2460,2015-09-29,Zakoopi,ecommerce,Fashion Discovery platform,delhi,Uniqorn Ventures,Seed/Angel,2.8
2461,2015-09-29,LoanCircle,fintech,Consumer lending marketplace,bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed/Angel,0.0
2462,2015-09-30,Infoworks,tech,Big Data Management Platform,bangalore,"Nexus Venture Partners, Knoll Ventures and others",PrivateEquity,40.0
2463,2015-09-30,RedDoorz,others,Budget Accommodation Platform,delhi,Jungle Ventures,Seed/Angel,8.0
2464,2015-09-30,FirstTouch,media_entertainment,Local Mobile OS,delhi,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed/Angel,0.0
2465,2015-09-30,Eywa Media,media_entertainment,Digital Signal processing platform,bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed/Angel,8.0
2466,2015-08-01,Snapdeal,ecommerce,Ecommerce Marketplace,delhi,"Alibaba, Foxconn, Softbank",PrivateEquity,4000.0
2467,2015-08-01,Ressy,food,Restaurant Discount app,pune,Mohandas Pai & others,Seed/Angel,3.2
2468,2015-08-03,Cuelearn,edtech,Tech-enabled learning,delhi,Alok Mittal,Seed/Angel,0.0
2469,2015-08-03,Connect India,transport_mobility,ECommerce Logistics provider,delhi,Aavishkaar,PrivateEquity,40.0
